25.Q2.5							
							
PmEvent Name	Compound Type	Parameter Name	GPB Field Number	PmEventHeader/Payload	Parameter Type	Containing Oneof	Filters
CuCpNgUplinkUeAssociatedNrppaTransport	Guami	amf_region_id	2	Payload	int64		
CuCpNgUplinkUeAssociatedNrppaTransport	Guami	amf_set_id	3	Payload	int64		
CuCpNgUplinkUeAssociatedNrppaTransport	Guami	amf_pointer	4	Payload	int64		
CuCpNgUplinkUeAssociatedNrppaTransport	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUplinkUeAssociatedNrppaTransport	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgWriteReplaceWarningRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgWriteReplaceWarningRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgWriteReplaceWarningRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgWriteReplaceWarningResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgWriteReplaceWarningResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgWriteReplaceWarningResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpPerUeMdtReport	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpPerUeMdtReport	Asn1Message	msg_content	2	Payload	bytes		
CuCpPerUeMdtReport	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpPerUeMdtReport	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpPerUeMdtReport	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpPerUeMdtReport	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpPerUeMdtReport	GlobalEnbId	enb_id	2	Payload	int64		
CuCpPerUeUcmReport	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpPerUeUcmReport	Asn1Message	msg_content	2	Payload	bytes		
CuCpPerUeUcmReport	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpPerUeUcmReport	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpPerUeUcmReport	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcDlInformationTransfer	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcDlInformationTransfer	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcDlInformationTransfer	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcDlInformationTransfer	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcDlInformationTransfer	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcMeasurementReport	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcMeasurementReport	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcMeasurementReport	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcMeasurementReport	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcMeasurementReport	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcMobilityFromNrCommand	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcMobilityFromNrCommand	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcMobilityFromNrCommand	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcMobilityFromNrCommand	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcMobilityFromNrCommand	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcReconfiguration	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcReconfiguration	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcReconfiguration	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcReconfiguration	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcReconfiguration	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcReconfigurationComplete	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcReconfigurationComplete	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcReconfigurationComplete	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcReconfigurationComplete	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcReconfigurationComplete	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcReestablishment	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcReestablishment	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcReestablishment	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcReestablishment	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcReestablishment	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcReestablishmentComplete	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcReestablishmentComplete	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcReestablishmentComplete	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcReestablishmentComplete	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcReestablishmentComplete	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcReestablishmentRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcReestablishmentRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcReestablishmentRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcReestablishmentRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcReestablishmentRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcReject	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcReject	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcReject	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcReject	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcReject	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcRelease	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcRelease	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcRelease	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcRelease	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcRelease	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcResume	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcResume	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcResume	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcResume	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcResume	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcResumeComplete	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcResumeComplete	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcResumeComplete	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcResumeComplete	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcResumeComplete	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcResumeRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcResumeRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcResumeRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcResumeRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcResumeRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcScgFailureInformation	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcScgFailureInformation	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcScgFailureInformation	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcScgFailureInformation	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcScgFailureInformation	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcSecurityModeCommand	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcSecurityModeCommand	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcSecurityModeCommand	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcSecurityModeCommand	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcSecurityModeCommand	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcSecurityModeComplete	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcSecurityModeComplete	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcSecurityModeComplete	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcSecurityModeComplete	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcSecurityModeComplete	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcSecurityModeFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcSecurityModeFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcSecurityModeFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcSecurityModeFailure	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcSecurityModeFailure	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcSetup	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcSetup	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcSetup	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcSetup	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcSetup	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcSetupComplete	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcSetupComplete	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcSetupComplete	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcSetupComplete	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcSetupComplete	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcSetupRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcSetupRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcSetupRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcSetupRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcSetupRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcUeAssistanceInformation	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcUeAssistanceInformation	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcUeAssistanceInformation	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcUeAssistanceInformation	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcUeAssistanceInformation	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcUeCapabilityEnquiry	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcUeCapabilityEnquiry	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcUeCapabilityEnquiry	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcUeCapabilityEnquiry	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcUeCapabilityEnquiry	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcUeCapabilityInformation	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcUeCapabilityInformation	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcUeCapabilityInformation	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcUeCapabilityInformation	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcUeCapabilityInformation	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcUlDedicatedMessageSegment	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcUlDedicatedMessageSegment	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcUlDedicatedMessageSegment	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcUlDedicatedMessageSegment	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcUlDedicatedMessageSegment	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcUlInformationTransfer	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcUlInformationTransfer	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcUlInformationTransfer	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcUlInformationTransfer	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcUlInformationTransfer	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpRrcUlInformationTransferMrdc	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpRrcUlInformationTransferMrdc	Asn1Message	msg_content	2	Payload	bytes		
CuCpRrcUlInformationTransferMrdc	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpRrcUlInformationTransferMrdc	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpRrcUlInformationTransferMrdc	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2DeactivateTrace	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2DeactivateTrace	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2DeactivateTrace	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2DeactivateTrace	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2DeactivateTrace	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2DeactivateTrace	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2DeactivateTrace	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2EndcConfigurationTransfer	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcConfigurationTransfer	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcConfigurationTransfer	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcConfigurationUpdate	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcConfigurationUpdate	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcConfigurationUpdate	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcConfigurationUpdateAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcConfigurationUpdateAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcConfigurationUpdateAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcConfigurationUpdateFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcConfigurationUpdateFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcConfigurationUpdateFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcResourceStatusFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcResourceStatusFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcResourceStatusFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcResourceStatusRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcResourceStatusRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcResourceStatusRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcResourceStatusResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcResourceStatusResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcResourceStatusResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcResourceStatusUpdate	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcResourceStatusUpdate	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcResourceStatusUpdate	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcX2SetupFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcX2SetupFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcX2SetupFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcX2SetupRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcX2SetupRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcX2SetupRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2EndcX2SetupResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2EndcX2SetupResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2EndcX2SetupResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2ErrorIndicationCommon	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2ErrorIndicationCommon	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2ErrorIndicationCommon	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2PartialResetConfirm	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2PartialResetConfirm	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2PartialResetConfirm	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2PartialResetRequired	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2PartialResetRequired	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2PartialResetRequired	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2RrcTransfer	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2RrcTransfer	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2RrcTransfer	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2RrcTransfer	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2RrcTransfer	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2RrcTransfer	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2RrcTransfer	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SecondaryRatDataUsageReport	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SecondaryRatDataUsageReport	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SecondaryRatDataUsageReport	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SecondaryRatDataUsageReport	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SecondaryRatDataUsageReport	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SecondaryRatDataUsageReport	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SecondaryRatDataUsageReport	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbActivityNotification	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbActivityNotification	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbActivityNotification	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbActivityNotification	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbActivityNotification	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbActivityNotification	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbActivityNotification	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbAdditionRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbAdditionRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbAdditionRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbAdditionRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbAdditionRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbAdditionRequest	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbAdditionRequest	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbAdditionRequestAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbAdditionRequestAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbAdditionRequestAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbAdditionRequestAcknowledge	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbAdditionRequestAcknowledge	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbAdditionRequestAcknowledge	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbAdditionRequestAcknowledge	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbAdditionRequestReject	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbAdditionRequestReject	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbAdditionRequestReject	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbAdditionRequestReject	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbAdditionRequestReject	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbAdditionRequestReject	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbAdditionRequestReject	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbChangeConfirm	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbChangeConfirm	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbChangeConfirm	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbChangeConfirm	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbChangeConfirm	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbChangeConfirm	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbChangeConfirm	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbChangeRefuse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbChangeRefuse	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbChangeRefuse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbChangeRefuse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbChangeRefuse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbChangeRefuse	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbChangeRefuse	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbChangeRequired	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbChangeRequired	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbChangeRequired	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbChangeRequired	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbChangeRequired	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbChangeRequired	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbChangeRequired	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbModificationConfirm	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbModificationConfirm	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbModificationConfirm	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbModificationConfirm	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationConfirm	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbModificationConfirm	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationConfirm	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbModificationRefuse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbModificationRefuse	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbModificationRefuse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbModificationRefuse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRefuse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbModificationRefuse	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRefuse	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbModificationRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbModificationRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbModificationRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbModificationRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbModificationRequest	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRequest	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbModificationRequestAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbModificationRequestAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbModificationRequestAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbModificationRequestAcknowledge	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRequestAcknowledge	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbModificationRequestAcknowledge	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRequestAcknowledge	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbModificationRequestReject	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbModificationRequestReject	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbModificationRequestReject	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbModificationRequestReject	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRequestReject	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbModificationRequestReject	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRequestReject	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbModificationRequired	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbModificationRequired	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbModificationRequired	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbModificationRequired	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRequired	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbModificationRequired	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbModificationRequired	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbReconfigurationComplete	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbReconfigurationComplete	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbReconfigurationComplete	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbReconfigurationComplete	GlobalGnbId	plmn_identity	1	Payload	bytes		
